label,text,label_idx
sell_drugs_to,公诉 机关 指控 2014年12月 开始 被告人 黄某某 在 博罗县 罗阳 镇田牌 村 等 地 多次 将 氯胺酮 贩卖 给 黄某明 刘某林 刘某强 等 人 2015 年 2 月份 开始   <e1>   黄某某   </e1>   在 博罗县 罗阳 镇田牌 村 等 地 多次 将 甲基苯丙胺 冰毒 贩卖 给   <e2>   胡某康   </e2>   杨某宇 等 人 同年 10 月 2 4日 公安民警 在 博罗县 罗阳 镇 将 黄某某 抓获归案,1
sell_drugs_to,公诉 机关 指控 2014年12月 开始 被告人 黄某某 在 博罗县 罗阳 镇田牌 村 等 地 多次 将 氯胺酮 贩卖 给 黄某明 刘某林 刘某强 等 人 2015 年 2 月份 开始   <e1>   黄某某   </e1>   在 博罗县 罗阳 镇田牌 村 等 地 多次 将 甲基苯丙胺 冰毒 贩卖 给 胡某康   <e2>   杨某宇   </e2>   等 人 同年 10 月 2 4日 公安民警 在 博罗县 罗阳 镇 将 黄某某 抓获归案,1
NA,公诉 机关 指控 2014年12月 开始 被告人 黄某某 在 博罗县 罗阳 镇田牌 村 等 地 多次 将   <e1>   氯胺酮   </e1>   贩卖 给 黄某明 刘某林 刘某强 等 人 2015 年 2 月份 开始 黄某某 在 博罗县 罗阳 镇田牌 村 等 地 多次 将 甲基苯丙胺 冰毒   <e2>   胡某康   </e2>   给 胡某康 杨某宇 等 人 同年 10 月 2 4日 公安民警 在 博罗县 罗阳 镇 将 黄某某 抓获归案,4
NA,公诉 机关 指控   <e1>   2014年12月   </e1>   开始 被告人 黄某某 在 博罗县 罗阳 镇田牌 村 等 地 多次 将 氯胺酮 贩卖 给 黄某明 刘某林 刘某强 等 人 2015 年 2 月份 开始 黄某某 在 博罗县 罗阳 镇田牌 村 等 地 多次 将 甲基苯丙胺 冰毒 贩卖 给 胡某康   <e2>   杨某宇   </e2>   等 人 同年 10 月 2 4日 公安民警 在 博罗县 罗阳 镇 将 黄某某 抓获归案,4
posess,云南省 腾冲 市 人民检察院 指控 2016年1月26日2时 许 腾冲 市 公安局 民警 在 腾冲 市 腾越 镇 文星 社区 文星 楼 小区 33 号 被告人   <e1>   吴旭   </e1>   家中 卧室 内 查获 其 藏匿 的   <e2>   甲基苯丙胺   </e2>   可疑 物 8 袋经 称量 净重 157.9 克 当日15时 15 分许 被告人 吴旭 到 腾冲 市 公安局 投案自首,2
NA,云南省 腾冲 市 人民检察院 指控   <e1>   2016年1月26日2时   </e1>   许 腾冲 市 公安局 民警 在 腾冲 市 腾越 镇 文星 社区 文星 楼 小区 33 号 被告人   <e2>   吴旭   </e2>   家中 卧室 内 查获 其 藏匿 的 甲基苯丙胺 可疑 物 8 袋经 称量 净重 157.9 克 当日15时 15 分许 被告人 吴旭 到 腾冲 市 公安局 投案自首,4
NA,云南省 腾冲 市 人民检察院 指控 2016年1月26日2时 许 腾冲 市 公安局 民警 在 腾冲 市 腾越 镇 文星 社区 文星 楼 小区 33 号 被告人 吴旭 家中 卧室 内 查获 其 藏匿 的   <e1>   甲基苯丙胺   </e1>   可疑 物 8 袋经 称量 净重 157   <e2>   当日15时   </e2>   日 15 时 15 分许 被告人 吴旭 到 腾冲 市 公安局 投案自首,4
sell_drugs_to,宁夏回族自治区 永宁县 人民检察院 指控 2014 年 4 月 9 日 被告人   <e1>   纳某某   </e1>   在 永宁县东泰阳光大酒店楼下的一辆黑色别克轿车上 将 甲基苯丙胺 俗称 冰毒 1克 卖 给   <e2>   吕某某   </e2>   永宁县 人民检察院 认为 被告人 纳某某 的 行为 已触犯 中华人民共和国 刑法 第三 百 四十七 条 的 规定 应当 以 贩卖毒品 罪 追究其 刑事责任 被告人 纳某某 如实 供述 所 犯罪 行属 坦白 可以 从轻 处罚 建议 在 有期徒刑 六个月 至 一年 六个月 的 幅度 内 量刑 并 处罚金,1
traffic_in,宁夏回族自治区 永宁县 人民检察院 指控 2014 年 4 月 9 日 被告人   <e1>   纳某某   </e1>   在 永宁县东泰阳光大酒店楼下的一辆黑色别克轿车上 将   <e2>   甲基苯丙胺   </e2>   俗称 冰毒 1克 卖 给 吕某某 永宁县 人民检察院 认为 被告人 纳某某 的 行为 已触犯 中华人民共和国 刑法 第三 百 四十七 条 的 规定 应当 以 贩卖毒品 罪 追究其 刑事责任 被告人 纳某某 如实 供述 所 犯罪 行属 坦白 可以 从轻 处罚 建议 在 有期徒刑 六个月 至 一年 六个月 的 幅度 内 量刑 并 处罚金,0
traffic_in,宁夏回族自治区 永宁县 人民检察院 指控 2014 年 4 月 9 日 被告人   <e1>   纳某某   </e1>   在 永宁县东泰阳光大酒店楼下的一辆黑色别克轿车上 将 甲基苯丙胺 俗称   <e2>   冰毒   </e2>   1克 卖 给 吕某某 永宁县 人民检察院 认为 被告人 纳某某 的 行为 已触犯 中华人民共和国 刑法 第三 百 四十七 条 的 规定 应当 以 贩卖毒品 罪 追究其 刑事责任 被告人 纳某某 如实 供述 所 犯罪 行属 坦白 可以 从轻 处罚 建议 在 有期徒刑 六个月 至 一年 六个月 的 幅度 内 量刑 并 处罚金,0
NA,宁夏回族自治区 永宁县 人民检察院 指控 2014 年 4 月 9 日 被告人 纳某某 在   <e1>   永宁县东泰阳光大酒店楼下的一辆黑色别克轿车上   </e1>   将 甲基苯丙胺 俗称 冰毒   <e2>   吕某某   </e2>   给 吕某某 永宁县 人民检察院 认为 被告人 纳某某 的 行为 已触犯 中华人民共和国 刑法 第三 百 四十七 条 的 规定 应当 以 贩卖毒品 罪 追究其 刑事责任 被告人 纳某某 如实 供述 所 犯罪 行属 坦白 可以 从轻 处罚 建议 在 有期徒刑 六个月 至 一年 六个月 的 幅度 内 量刑 并 处罚金,4
NA,宁夏回族自治区 永宁县 人民检察院 指控 2014 年 4 月 9 日 被告人 纳某某 在   <e1>   永宁县东泰阳光大酒店楼下的一辆黑色别克轿车上   </e1>   将   <e2>   甲基苯丙胺   </e2>   俗称 冰毒 1克 卖 给 吕某某 永宁县 人民检察院 认为 被告人 纳某某 的 行为 已触犯 中华人民共和国 刑法 第三 百 四十七 条 的 规定 应当 以 贩卖毒品 罪 追究其 刑事责任 被告人 纳某某 如实 供述 所 犯罪 行属 坦白 可以 从轻 处罚 建议 在 有期徒刑 六个月 至 一年 六个月 的 幅度 内 量刑 并 处罚金,4
sell_drugs_to,公诉 机关 指控 2014 年 78 月间 某日 晚 被告人   <e1>   颜某   </e1>   在 扬州市邗江区文汇苑B区365超市门口的公交站台 附近 以 人民币 300 元 的 价格 向   <e2>   黄某   </e2>   贩卖 甲基苯丙胺 1 袋 重约 0.2克,1
traffic_in,公诉 机关 指控 2014 年 78 月间 某日 晚 被告人   <e1>   颜某   </e1>   在 扬州市邗江区文汇苑B区365超市门口的公交站台 附近 以 人民币 300 元 的 价格 向 黄某 贩卖   <e2>   甲基苯丙胺   </e2>   1 袋 重约 0.2克,0
NA,公诉 机关 指控 2014 年 78 月间 某日 晚 被告人 颜某 在   <e1>   扬州市邗江区文汇苑B区365超市门口的公交站台   </e1>   附近 以 人民币 300 元   <e2>   黄某   </e2>   格向 黄某 贩卖 甲基苯丙胺 1 袋 重约 0.2克,4
NA,公诉 机关 指控   <e1>   2014 年 78 月间 某日 晚   </e1>   被告人 颜某 在 扬州市邗江区文汇苑B区365超市门口的公交站台 附近 以 人民币 300 元 的 价格 向 黄某 贩卖 甲基苯丙胺 1   <e2>   0.2克   </e2>   0.2克,4
posess,经 审理 查明 2014年10月 23 日 22 时许 公安民警 在 重庆市沙坪坝区 沙 正街 金象 假日酒店 附近 将 被告人 殷小伟 抓获 当场 从 被告人   <e1>   殷小伟背   </e1>   的 挎包 内 查获   <e2>   甲基苯丙胺   </e2>   冰毒 104.98 克及 甲基苯丙胺片剂 1.0 2克,2
NA,经 审理 查明 2014年10月 23 日 22 时许 公安民警 在 重庆市沙坪坝区 沙 正街 金象 假日酒店 附近 将 被告人   <e1>   殷小伟   </e1>   抓获 当场 从 被告人   <e2>   殷小伟背   </e2>   的 挎包 内 查获 甲基苯丙胺 冰毒 104.98 克及 甲基苯丙胺片剂 1.0 2克,4
NA,经 审理 查明 2014年10月 23 日 22 时许 公安民警 在 重庆市沙坪坝区 沙 正街 金象 假日酒店 附近 将 被告人 殷小伟 抓获 当场 从 被告人 殷小伟背 的 挎包 内 查获   <e1>   甲基苯丙胺   < / e   <e2>   冰毒   </e2>     冰毒 104.98 克及 甲基苯丙胺片剂 1.0 2克,4
provide_shelter_for,阜南县 人民检察院 指控 2014 年 6 月份 8 月份 期间 被告人   <e1>   赵某某   </e1>   先后 两次 邀请   <e2>   马某   </e2>   到 阜南县 鹿 城镇 焦 阳路 97 号 家中 吸食毒品 毒品 与 吸毒 工具 由 被告人 赵某某 提供,3
NA,阜南县 人民检察院 指控 2014 年 6 月份 8 月份 期间 被告人 赵某某 先后 两次 邀请   <e1>   马某   </e1>   到 阜南县 鹿 城镇 焦 阳路 97 号 家中 吸食毒品 毒品 与 吸毒 工具 由 被告人   <e2>   赵某某   </e2>   提供,4
NA,阜南县 人民检察院 指控   <e1>   2014 年 6 月份 8 月份 期间   </e1>     <e2>   赵某某   </e2>   人 赵某某 先后 两次 邀请 马某 到 阜南县 鹿 城镇 焦 阳路 97 号 家中 吸食毒品 毒品 与 吸毒 工具 由 被告人 赵某某 提供,4
provide_shelter_for,公诉 机关 指控 2014 年 2 月 至 2014 年 6 月 18 日间 被告人   <e1>   颜某   </e1>   明知 他人 吸食毒品 仍 先后 多次 在 龙海市 浮宫 镇霞 郭村 颜厝社 的 家中 分别 容留   <e2>   洪某   </e2>   林某 曾某 等 人 吸食毒品 甲基苯丙胺 冰毒 其中 分别 容留 洪某 三次 林某 二次 曾某 三次,3
provide_shelter_for,公诉 机关 指控 2014 年 2 月 至 2014 年 6 月 18 日间 被告人   <e1>   颜某   </e1>   明知 他人 吸食毒品 仍 先后 多次 在 龙海市 浮宫 镇霞 郭村 颜厝社 的 家中 分别 容留 洪某   <e2>   林某   </e2>   曾某 等 人 吸食毒品 甲基苯丙胺 冰毒 其中 分别 容留 洪某 三次 林某 二次 曾某 三次,3
provide_shelter_for,公诉 机关 指控 2014 年 2 月 至 2014 年 6 月 18 日间 被告人   <e1>   颜某   </e1>   明知 他人 吸食毒品 仍 先后 多次 在 龙海市 浮宫 镇霞 郭村 颜厝社 的 家中 分别 容留 洪某 林某   <e2>   曾某   </e2>   等 人 吸食毒品 甲基苯丙胺 冰毒 其中 分别 容留 洪某 三次 林某 二次 曾某 三次,3
NA,公诉 机关 指控 2014 年 2 月 至 2014 年 6 月 18 日间 被告人 颜某 明知 他人 吸食毒品 仍 先后 多次 在 龙海市 浮宫 镇霞 郭村 颜厝社 的 家中 分别 容留 洪某 林某 曾某 等 人 吸食毒品   <e1>   甲基苯丙胺   </e1>   冰毒 其中 分别 容留 洪   <e2>   林某   </e2>   次 林某 二次 曾某 三次,4
NA,公诉 机关 指控 2014 年 2 月 至 2014 年 6 月 18 日间 被告人 颜某 明知 他人 吸食毒品 仍 先后 多次 在 龙海市 浮宫 镇霞 郭村 颜厝社 的 家中 分别 容留 洪某 林某 曾某 等 人 吸食毒品 甲基苯丙胺   <e1>   冰毒   </e1>   其中   <e2>   洪某   </e2>   容留 洪某 三次 林某 二次 曾某 三次,4
sell_drugs_to,贵港市 港北区 人民检察院 指控 2014 年 9 月 25 日 18 时许 被告人   <e1>   陆某某   </e1>   接到   <e2>   黎XX   </e2>   求购 毒品 甲基苯丙胺 的 电话 信息 后 携带 毒品 来到 贵港市 港北区 XX 街 XX 网吧 门口 将 1 小包 毒品 甲基苯丙胺 以 人民币 300 元 的 价格 贩卖 给 黎XX 刚 交易 完毕 即 被 公安人员 当场 抓获 公安民警 从 陆某某 身上 缴获 毒资 人民币 300 元 从 黎XX 身上 缴获 毒品 甲基苯丙胺 0.79 克,1
traffic_in,贵港市 港北区 人民检察院 指控 2014 年 9 月 25 日 18 时许 被告人   <e1>   陆某某   </e1>   接到 黎XX 求购 毒品   <e2>   甲基苯丙胺   </e2>   的 电话 信息 后 携带 毒品 来到 贵港市 港北区 XX 街 XX 网吧 门口 将 1 小包 毒品 甲基苯丙胺 以 人民币 300 元 的 价格 贩卖 给 黎XX 刚 交易 完毕 即 被 公安人员 当场 抓获 公安民警 从 陆某某 身上 缴获 毒资 人民币 300 元 从 黎XX 身上 缴获 毒品 甲基苯丙胺 0.79 克,0
traffic_in,贵港市 港北区 人民检察院 指控 2014 年 9 月 25 日 18 时许 被告人   <e1>   陆某某   </e1>   接到 黎XX 求购 毒品 甲基苯丙胺 的 电话 信息 后 携带 毒品 来到 贵港市 港北区 XX 街 XX 网吧 门口 将 1 小包 毒品   <e2>   甲基苯丙胺   </e2>   以 人民币 300 元 的 价格 贩卖 给 黎XX 刚 交易 完毕 即 被 公安人员 当场 抓获 公安民警 从 陆某某 身上 缴获 毒资 人民币 300 元 从 黎XX 身上 缴获 毒品 甲基苯丙胺 0.79 克,0
sell_drugs_to,贵港市 港北区 人民检察院 指控 2014 年 9 月 25 日 18 时许 被告人   <e1>   陆某某   </e1>   接到 黎XX 求购 毒品 甲基苯丙胺 的 电话 信息 后 携带 毒品 来到 贵港市 港北区 XX 街 XX 网吧 门口 将 1 小包 毒品 甲基苯丙胺 以 人民币 300 元 的 价格 贩卖 给   <e2>   黎XX   </e2>   刚 交易 完毕 即 被 公安人员 当场 抓获 公安民警 从 陆某某 身上 缴获 毒资 人民币 300 元 从 黎XX 身上 缴获 毒品 甲基苯丙胺 0.79 克,1
NA,贵港市 港北区 人民检察院 指控 2014 年 9 月 25 日 18 时许 被告人 陆某某 接到 黎XX 求购 毒品 甲基苯丙胺 的 电话 信息 后 携带 毒品 来到 贵港市 港北区 XX 街 XX 网吧 门口 将 1 小包 毒品 甲基苯丙胺 以 人民币 300 元 的 价格 贩卖 给   <e1>   黎XX   </e1>   刚 交易 完毕 即 被 公安人员 当场 抓获 公安民警 从   <e2>   陆某某   </e2>   身上 缴获 毒资 人民币 300 元 从 黎XX 身上 缴获 毒品 甲基苯丙胺 0.79 克,4
NA,贵港市 港北区 人民检察院 指控 2014 年 9 月 25 日 18 时许 被告人   <e1>   陆某某   </e1>   接到 黎XX 求购 毒品 甲基苯丙胺 的 电话 信息 后 携带 毒品 来到 贵港市 港北区 XX 街 XX 网吧 门口 将 1 小包 毒品 甲基苯丙胺 以 人民币 300 元 的 价   <e2>   黎XX   </e2>   给 黎XX 刚 交易 完毕 即 被 公安人员 当场 抓获 公安民警 从 陆某某 身上 缴获 毒资 人民币 300 元 从 黎XX 身上 缴获 毒品 甲基苯丙胺 0.79 克,4
traffic_in,经 审理 查明 2014年10月13日22时 许 被告人   <e1>   雷某   </e1>   受申 某某 已判 指使 与 王某某 已判 一起 到 资中县 水南镇 中央大街 地 电 酒楼 门口 将 一小包   <e2>   甲基苯丙胺   </e2>   以 200 元 的 价格 贩卖 给 吸毒 人员 饶某 交易 完成 后 公安人员 随后 将 饶某 抓获 并 在 其 身上 查获 疑似 毒品 0.23 克经 鉴定 该 疑似 毒品 中 检出 甲基苯丙胺 成分,0
sell_drugs_to,经 审理 查明 2014年10月13日22时 许 被告人   <e1>   雷某   </e1>   受申 某某 已判 指使 与 王某某 已判 一起 到 资中县 水南镇 中央大街 地 电 酒楼 门口 将 一小包 甲基苯丙胺 以 200 元 的 价格 贩卖 给 吸毒 人员   <e2>   饶某   </e2>   交易 完成 后 公安人员 随后 将 饶某 抓获 并 在 其 身上 查获 疑似 毒品 0.23 克经 鉴定 该 疑似 毒品 中 检出 甲基苯丙胺 成分,1
NA,经 审理 查明   <e1>   2014年10月13日22时   </e1>   许 被告人 雷某 受申 某某 已判 指使 与 王某某 已判 一起 到 资中县 水南镇 中央大街 地 电 酒楼 门口 将 一小包 甲基苯丙胺 以 200 元 的 价格 贩卖 给 吸毒 人员 饶某 交易 完成 后 公安 人   <e2>   饶某   </e2>   后 将 饶某 抓获 并 在 其 身上 查获 疑似 毒品 0.23 克经 鉴定 该 疑似 毒品 中 检出 甲基苯丙胺 成分,4
NA,经 审理 查明 2014年10月13日22时 许 被告人 雷某 受申 某某 已判 指使 与 王某某 已判 一起 到 资中县 水南镇 中央大街 地 电 酒楼 门口 将 一小包   <e1>   甲基苯丙胺   </e1>   以 200 元 的 价格 贩卖 给 吸毒 人员 饶某 交易 完成 后 公安 人   <e2>   饶某   </e2>   后 将 饶某 抓获 并 在 其 身上 查获 疑似 毒品 0.23 克经 鉴定 该 疑似 毒品 中 检出 甲基苯丙胺 成分,4
posess,公诉 机关 指控 2013 年 12 月 26 日 凌晨 4 时许 公安人员 在 南昌市 西湖区 桃花 镇 浙商 会 所 附近 将 被告人 喻某 抓获 并 在 其 驾驶 的 一辆 红色 桑塔纳 2000 轿车 内 查获 被告人   <e1>   喻某   </e1>   的 男式 夹 包其 包内 有 毒品   <e2>   冰毒   </e2>   一袋 重 8.8 克 毒品 麻古 一袋 重 8.35克 共计 重 17.15 克经 南昌市 公安 司法鉴定 中心 毒品 检验 鉴定 报告 认定 1 在 送检 编号 为 1 的 白色 结晶 状物 中均 检出 甲基苯丙胺 成份 2 在 送检 编号 为 2 的 圆形 片剂 状物 中均 检出 甲基苯丙胺 成份,2
posess,公诉 机关 指控 2013 年 12 月 26 日 凌晨 4 时许 公安人员 在 南昌市 西湖区 桃花 镇 浙商 会 所 附近 将 被告人 喻某 抓获 并 在 其 驾驶 的 一辆 红色 桑塔纳 2000 轿车 内 查获 被告人   <e1>   喻某   </e1>   的 男式 夹 包其 包内 有 毒品 冰毒 一袋 重 8.8 克 毒品   <e2>   麻古   </e2>   一袋 重 8.35克 共计 重 17.15 克经 南昌市 公安 司法鉴定 中心 毒品 检验 鉴定 报告 认定 1 在 送检 编号 为 1 的 白色 结晶 状物 中均 检出 甲基苯丙胺 成份 2 在 送检 编号 为 2 的 圆形 片剂 状物 中均 检出 甲基苯丙胺 成份,2
NA,公诉 机关 指控 2013 年 12 月 26 日 凌晨 4 时许 公安人员 在 南昌市 西湖区 桃花 镇 浙商 会 所 附近 将 被告人 喻某 抓获 并 在 其 驾驶 的 一辆 红色 桑塔纳 2000 轿车 内 查获 被告人 喻某 的 男式 夹 包其 包内 有 毒品 冰毒 一袋 重 8.8 克 毒品 麻古 一袋 重   <e1>   8.35克   </e1>   共计 重 17.15 克经 南昌市 公安 司法鉴定 中心 毒品 检验 鉴定 报告 认定 1 在 送检 编号 为 1 的 白色 结晶 状物 中均 检出 甲基苯丙胺 成份 2 在 送检 编号 为 2 的 圆形 片剂 状物 中均 检出   <e2>   甲基苯丙胺   </e2>   成份,4
NA,公诉 机关 指控 2013 年 12 月 26 日 凌晨 4 时许 公安人员 在 南昌市 西湖区 桃花 镇 浙商 会 所 附近 将 被告人 喻某 抓获 并 在 其 驾驶 的 一辆 红色 桑塔纳 2000 轿车 内 查获 被告人 喻某 的 男式 夹 包其 包内 有 毒品 冰毒 一袋 重 8.8 克 毒品   <e1>   麻古   </e1>   一袋 重 8.35克 共计 重 17.15 克经 南昌市 公安 司法鉴定 中心 毒品 检验 鉴定 报告 认定 1 在 送检 编号 为 1 的 白色 结晶 状物   <e2>   甲基苯丙胺   </e2>   基 苯丙胺 成份 2 在 送检 编号 为 2 的 圆形 片剂 状物 中均 检出 甲基苯丙胺 成份,4
sell_drugs_to,贺州市 八步区 人民检察院 指控 12014 年 5 月 19 日 晚上 被告人   <e1>   谢某   </e1>   在 贺州市八步区三加村十组魏某某家 向 吸毒 人员   <e2>   黄甲   </e2>   贩卖 了 价值 450 元 的 海洛因 黄甲 将 购买 的 海洛因 与 吸毒 人员 黄某乙 黄某 丙 魏某某 一起 吸食 22014 年 5 月 20 日 晚上 被告人 谢某 在 贺州市八步区三加村十组魏某某家 向 吸毒 人员 黄甲 贩卖 了 价值 300 元 的 海洛因 黄甲 将 购买 的 海洛因 与 吸毒 人员 黄某乙 黄某 丙 魏某某 一起 吸食 公安机关 当场 从 谢某 处 搜 出现 金 341 元 和 用 两个 白色 塑料瓶 装 的 三 小包 疑似 毒品 海洛因 净重 1.19 克经 鉴定 扣押 的 疑似 毒品 检出 海洛因 为 证实 指控 的 事实 公诉人 当庭 讯问 了 被告人 宣读 并 出示 了 相关 的 证据 认为 被告人 谢某 的 行为 确 已触犯 中华人民共和国 刑法 第三 百 四十七 条 之 规定 应 以 贩卖毒品 罪 追究其 刑事责任,1
